A,B,C
69,0.9050673513672668,53
9,0.2659876380923646,23
8,0.861295320319563,75
58,0.0623900667033076,56
39,0.006581978727007054,97
50,0.8211486830200944,8
23,0.48069930446318554,83
22,0.7751708638761768,8
27,0.11860211498754958,2
90,0.90493358985045,70
92,0.500656166204062,44
2,0.9475366885826363,63
90,0.34286575259638674,16
41,0.7537242127357812,8
37,0.45522341343953154,62
33,0.6772639550436331,85
26,0.5701894095884639,32
70,0.5743522421845713,81
98,0.9989964713141364,94
43,0.2547021402010612,47
34,0.5352721062647162,49
57,0.2764768097834661,77
80,0.19653786067996215,72
39,0.0518784388871989,24
72,0.6357784208798773,3
66,0.04382154802091087,58
27,0.2236301604214953,96
6,0.8441400795785045,70
65,0.3637057897425483,91
27,0.7885717150078734,35
48,0.11511201460345855,44
55,0.9307895498421773,87
6,0.24956465867893707,57
34,0.2368527791612488,25
88,0.42911668225202804,87
88,0.9996645066405091,53
21,0.08017988655548136,28
71,0.5349012103511153,9
56,0.9670381841911609,82
54,0.3939633333283086,91
1,0.453731460812801,64
53,0.3014463896370524,67
56,0.7636509579093592,40
75,0.8575156618127241,60
55,0.9765492913667855,27
71,0.6746855473357385,69
87,0.8522195676826341,68
9,0.32218913048973996,14
18,0.33862615746430835,83
63,0.34584263888996514,63
54,0.31657478968575103,28
32,0.2654756832959637,40
22,0.016719822422168518,82
77,0.9121625215472918,23
22,0.25292177292422435,83
8,0.6307825730848058,49
58,0.4597768513973689,97
45,0.7989121180400518,24
32,0.9053672841797742,40
29,0.41522788817401923,16
55,0.4458763764482342,45
52,0.804997109911282,29
57,0.5034281792514993,20
2,0.4466314106849284,12
13,0.2804061777676242,35
33,0.9508741586925423,11
10,0.785282235586328,97
73,0.17906985155660582,59
79,0.9361643456087444,78
33,0.6428034380473836,68
95,0.7327813727005483,42
43,0.019023714278403214,40
10,0.40357830746710155,19
45,0.8714450957200134,80
69,0.7042241914754083,9
9,0.5266813845826037,15
40,0.669274042959209,10
55,0.8115362561359992,84
60,0.5567791324531833,87
7,0.11343331812534918,22
57,0.01912036188295596,66
63,0.1367169086656379,57
83,0.43936820406403543,65
9,0.4486996254539838,49
46,0.2872155008802304,3
82,0.891730433728425,45
46,0.8331458881201114,79
11,0.4338349860216809,85
52,0.5921580988893416,71
90,0.35234262102554414,78
12,0.9770741761068396,57
24,0.5329051192950781,96
48,0.5748522755908566,26
24,0.7776968260136617,50
22,0.06912102882128845,57
46,0.4373680959341272,76
97,0.3113195585524007,8
87,0.5528445287346594,75
31,0.035276944931775356,14
34,0.8919115029353949,2
59,0.3233400969558744,31
51,0.9826765002418084,50
19,0.16495846185435936,69
47,0.3491783386656747,11
19,0.6706791298498345,96
22,0.4222811974068913,66
88,0.058266502090870476,36
49,0.7219069308151346,11
62,0.6502468129650902,53
90,0.05504527847938723,74
86,0.10365149089884207,19
98,0.49104659576005427,42
97,0.22978933166130122,37
23,0.9501093488976177,58
46,0.7439739449611031,51
98,0.7288417691337761,71
15,0.6698554535195186,94
32,0.8147251673182861,46
69,0.4439228184680072,92
43,0.7838470910875737,54
54,0.9022000963317277,29
76,0.7015804609364585,69
62,0.17352539466098715,68
90,0.6753378085852536,65
1,0.1227495613323012,85
9,0.4427829810289765,61
55,0.0961576195890883,38
66,0.41067976636222947,90
58,0.3702958206479675,27
83,0.8591234317024102,54
7,0.7642218299203359,41
75,0.013785359449745349,64
10,0.7886236600234573,84
77,0.6684393514411855,45
20,0.38874533614905993,93
8,0.8085391314941013,56
54,0.01776073630881414,66
47,0.255217844587426,14
50,0.8069856039528063,15
8,0.09387057966376,47
9,0.20103542791863183,93
8,0.32289144584387275,24
97,0.2756450549819103,45
1,0.6097349694524148,27
61,0.8516900222829765,72
68,0.40534169098009654,51
35,0.7199843623940481,36
26,0.5061927712578339,63
69,0.37264379255805635,30
14,0.4494204884427334,36
95,0.1332630408843064,69
38,0.302624856892008,91
70,0.8812040941646107,8
4,0.7327866714678054,36
11,0.6707255581795983,97
71,0.17868539512146409,57
93,0.5851961993335117,53
6,0.6439724488845604,50
79,0.3033661742403878,58
83,0.002596695862440046,36
8,0.0027422304612743087,15
62,0.6836859909059027,76
53,0.4337778420716991,59
10,0.4060884487997696,28
66,0.36959018481789485,36
69,0.7090302554067548,70
58,0.5169254377780746,48
86,0.8187028198577194,20
31,0.6867822827216938,92
22,0.4433045879791413,30
13,0.2859843880693361,56
96,0.5216369712859223,8
56,0.9740577366253698,73
13,0.05888440671012374,73
86,0.12841754322473342,97
91,0.369949600146652,97
19,0.3416436735495041,79
22,0.39755877255701644,2
86,0.25392252684012606,28
84,0.5226985057324618,62
62,0.3109552332016948,39
83,0.9818296183362111,70
73,0.36519622390538586,6
99,0.902050419179929,24
46,0.13256978524919605,52
10,0.4170084987250393,36
14,0.5724815762998754,31
89,0.11227041258102233,83
40,0.7668913712161299,64
68,0.010730020030103371,61
65,0.574471332420615,23
10,0.4995448737937217,52
38,0.032957161888959474,36
34,0.22834161105346662,74
74,0.586719674116077,13
19,0.44565385674134306,12
88,0.10576025838647607,86
8,0.26303982902262646,99
47,0.6761374093165502,18
82,0.8661878503974547,61
43,0.17219767339405412,92
62,0.3212504100557301,76
66,0.10479970886836576,25
49,0.05909444601002267,67
45,0.04911123753637903,87
2,0.49268822166118864,7
81,0.07284253191833989,88
84,0.0803798544187383,72
52,0.4331306185286663,93
99,0.37975888545903447,17
12,0.9308529921317608,9
4,0.8705389368491405,66
75,0.1587515862675678,48
88,0.7394374769052047,38
84,0.9003765917112119,79
36,0.6579617896525998,29
90,0.6121843121469387,45
67,0.6999899927368479,99
72,0.3362012384828523,32
12,0.9145508854011535,6
48,0.06983523200258657,92
81,0.2363018102214991,20
57,0.5377879705226888,18
58,0.2909155419878897,14
39,0.7049669215615787,15
67,0.1519102645284065,16
77,0.21479696380693836,39
11,0.247539007803388,20
53,0.47896904437547183,25
96,0.2980794658148387,83
65,0.029761152464447105,36
62,0.8547923161111672,76
79,0.9555387021353885,77
8,0.3622297918577235,29
88,0.6714308220171955,82
17,0.9465572339152494,4
24,0.4924042353709067,15
6,0.45173866927464756,19
77,0.8472234017732165,40
32,0.8529231003288938,96
90,0.6129816403847185,84
43,0.9390594902645903,73
40,0.3323205456812902,24
30,0.7067408543871805,53
37,0.4381230431002371,34
51,0.5409374503454203,90
31,0.09450272458267484,67
14,0.8104768924093412,57
13,0.8418816351137463,4
47,0.022548261427118077,32
33,0.058629484378109664,97
47,0.36157399563805903,58
76,0.2508462407225488,56
83,0.3079690575269882,29
7,0.5577048071552083,6
66,0.005953134737421983,50
34,0.8392814973973503,17
16,0.2556649043069934,2
46,0.8245263346380002,34
43,0.047357011799826654,92
43,0.7757128707832907,57
80,0.3620006120809528,2
45,0.432552777611222,77
83,0.8952136679408076,54
2,0.8665200295180057,98
14,0.6374833595304005,88
14,0.5853682634707932,74
23,0.9084625583340338,36
99,0.3416143693436595,28
36,0.1084721346895764,7
57,0.8525384637967288,7
59,0.6136795349393428,75
2,0.23673701743083542,39
66,0.09720076440708114,31
53,0.7803682174806664,85
18,0.3299230280866837,4
47,0.5910679373783256,75
6,0.16840003239690438,34
42,0.3681073616046088,78
3,0.8199779981257225,71
32,0.5948884573973252,43
35,0.9830527796789685,38
27,0.7460299601293073,6
10,0.24485135040630546,12
27,0.4957647100512972,96
94,0.8115872673573697,27
12,0.3609502905442643,69
23,0.8373550685141561,3
53,0.7079843827477111,82
78,0.2372984697506737,98
31,0.8970634259711588,35
42,0.4388484240931785,44
9,0.2048805421437131,72
72,0.10208617429588618,47
77,0.5007713746801946,83
11,0.5693584295783641,41
22,0.4647830878983774,75
63,0.9082218134701013,66
84,0.30741808607778587,23
1,0.18566188894031688,72
5,0.3292814879177032,86
57,0.3158314728635999,91
95,0.5653571002174009,88
28,0.16546985004093917,42
23,0.9942986693300244,98
59,0.5774725846070706,93
14,0.546822633090446,59
31,0.4543344303174466,58
87,0.0518222722610574,70
36,0.5135823267995472,66
92,0.16440354301790006,77
66,0.24615628066239925,78
22,0.6810060295693916,41
86,0.10684797631824539,44
93,0.2514686239943533,34
16,0.38335459248048454,27
82,0.9244205892557115,7
83,0.751025631557712,69
38,0.34890696711431013,29
29,0.9963625717238616,71
17,0.672357579069008,84
8,0.6946341044044578,61
99,0.9377846522567646,6
36,0.40379538725801556,90
48,0.4717701049920785,81
93,0.7353122625787661,71
20,0.7379378110579526,59
26,0.9867106714178928,11
3,0.6789425167605937,25
99,0.32537159941885874,34
79,0.3189751304630065,20
92,0.9855389342943739,35
87,0.7000440155363442,64
41,0.3942203829482518,79
69,0.8943230836914068,21
2,0.8685918709162528,64
41,0.7374652662212015,89
46,0.6593369878722725,38
29,0.5404012274900191,8
74,0.10207082736207129,41
50,0.682354728908332,44
27,0.5469234644646728,81
64,0.33273681783872366,83
99,0.3049919581553181,75
11,0.5456542669058924,47
61,0.29637701130745264,46
54,0.2679121351156807,94
41,0.89972752990657,44
97,0.5442525122329611,43
81,0.4863441220886997,9
93,0.584515809098043,54
10,0.7161539636644825,42
98,0.15599643585048928,8
28,0.29707604225548867,33
4,0.9895249500277232,97
47,0.1935129778411666,36
32,0.14234497672089974,77
34,0.05323229174675437,97
93,0.40120806855573476,71
28,0.6812908000720276,79
3,0.008363001030373352,27
92,0.7024812491797225,48
8,0.1004608961783926,10
31,0.1364478902254479,83
50,0.3438045196710223,56
10,0.478394824048752,45
56,0.9404982048308972,10
93,0.02620596766841743,84
97,0.24410902093734055,96
79,0.8664465249697015,42
69,0.6468089587172898,41
80,0.823906850762745,81
27,0.9511283465527679,81
88,0.9706718065510701,8
60,0.47225391468347666,45
44,0.3375307783940442,37
22,0.8563256309563548,88
69,0.9075267605916075,16
1,0.7161844578983142,72
5,0.920081500936786,37
6,0.17286394741509203,33
10,0.36305878472052844,81
98,0.3905393761431355,28
11,0.36722426053439805,3
67,0.38567160317516946,58
73,0.266148714592889,49
11,0.7023597890609777,86
73,0.26136771446856666,72
91,0.3237722021034878,85
7,0.38284648517156306,13
9,0.20225293568084834,58
77,0.5104278446398727,21
67,0.5658362897523336,33
4,0.5600054263263972,36
68,0.6971126046593616,55
93,0.982884721772672,78
53,0.3248014761658108,71
58,0.325855005281556,85
64,0.5954435339396095,88
91,0.31547045049187983,37
89,0.4539460788486992,92
63,0.5196582395951262,5
9,0.08257910466959262,94
10,0.9278076097067497,46
24,0.6275732768212682,89
29,0.5567579019923389,44
23,0.3781448339052327,57
27,0.3511980028974908,68
64,0.18511624463547172,25
52,0.8073338849711734,61
89,0.8764668736046026,19
74,0.9487722223725746,51
46,0.9867537322466515,52
14,0.7470558681646972,62
28,0.3768212888464164,20
85,0.4685439881382977,5
75,0.2812730770410503,83
46,0.47323570712219676,14
51,0.9637863814899239,4
30,0.3449401048285494,36
99,0.19381915258653692,22
30,0.3512800232527735,43
86,0.20822963290290142,59
42,0.497204314970498,47
41,0.2817754615247764,48
71,0.47337042414802866,8
1,0.29900391737528664,31
96,0.9440753677476499,27
18,0.38823429998146086,25
93,0.8922695133521822,32
27,0.1017450161522927,21
49,0.18625957884225275,95
89,0.5224583202578801,3
3,0.7935410728009048,67
67,0.5086344520484208,36
13,0.13812266337788526,66
34,0.16008383219768452,89
72,0.47764626326926907,29
